,Unnamed: 0,smiles,BBClass,is_train,BBB_Martins
0,0,O=C1CNC(=O)N1,1,True,0.97020663022995
1,1,CCCCCCC,1,True,0.996457087993622
2,2,CCC[C@@H](C)CC,1,True,0.9977307796478272
3,3,FCC(F)(F)F,1,True,0.9998329758644104
4,4,N[C@@H]1CONC1=O,1,True,0.8900066018104553
5,5,CC(=O)OC(C)C,1,True,0.9951717257499696
6,6,CCCOC(C)=O,1,True,0.9980649352073668
7,7,CCOC(C)(C)C,1,True,0.9984867334365845
8,8,CCC(C)(C)OC,1,True,0.997941553592682
9,9,O=C(O)CCCO,1,True,0.7724058389663696
10,11,C[N+](C)(C)CCO,1,True,0.3752889862284064
11,12,F/C=C/O/C=C/F,1,True,0.9931985974311828
12,18,CCC[C@@H](O)Cl,1,True,0.9660094618797302
13,19,C=CCCCCCC,1,True,0.9971600890159606
14,20,C[C@H]1CCCC[C@@H]1C,1,True,0.9830914735794068
15,21,Cn1cc[nH]c1=S,1,True,0.5652762293815613
16,22,CCCCCCCC,1,True,0.9959093689918518
17,23,CCCCCC(C)C,1,True,0.9978570699691772
18,24,CC(=O)OCC(C)C,1,True,0.9964046359062196
19,25,CCCCOC(C)=O,1,True,0.9984737753868104
20,26,FC(F)(F)CCl,1,True,0.9997740864753724
21,27,ClC(Cl)Cl,1,True,0.9998856306076048
22,30,NC(=O)c1cccnc1,1,True,0.9222935676574708
23,31,CC(C)Br,1,True,0.9984147310256958
24,32,CCCBr,1,True,0.9995314478874208
25,33,O=C(O)c1cccnc1,1,True,0.5815303206443787
26,34,NC(=O)c1cnccn1,1,True,0.9442266821861268
27,35,CN(C)c1cnccn1,1,True,0.972439193725586
28,36,Cc1cc(C)c(=O)[nH]n1,1,True,0.8576442480087281
29,37,O=C(O)P(=O)(O)O,1,True,0.9029229283332824
30,38,C=COCC(F)(F)F,1,True,0.9994717955589294
31,39,C=CCCCCCCC,1,True,0.995913290977478
32,40,CC(C)(O)C(F)(F)F,1,True,0.9969504833221436
33,41,NCCc1nccs1,1,True,0.7688923239707947
34,42,NNCC1CCCCC1,1,True,0.8918025493621826
35,43,CCCCCCC(C)C,1,True,0.9971827745437624
36,44,O=C(O)C(Cl)Cl,1,True,0.9761033058166504
37,45,Nc1nc(=O)[nH]cc1F,1,True,0.7568664908409118
38,46,CC1(C)OC(=O)NC1=O,1,True,0.9773549556732176
39,47,NC(=O)C1CCCCO1,1,True,0.9937064290046692
40,48,C=C[C@@H](N)CCC(=O)O,1,True,0.7968197822570801
41,49,CN(C)C(=N)NC(=N)N,1,True,0.5102557480335236
42,50,CCCCCOC(C)=O,1,True,0.997575068473816
43,51,CC(=O)OCCC(C)C,1,True,0.997576892375946
44,52,CC(C)CC(N)C(=O)O,1,True,0.7452117800712585
45,53,C[C@H]1O[C@H](C)O[C@@H](C)O1,1,True,0.9978086471557616
46,54,c1ccc2c(c1)CCCN2,1,True,0.9967946410179138
47,55,c1ccc2c(c1)CCNC2,1,True,0.990019702911377
48,56,NC1CC1c1ccccc1,1,True,0.9919203639030456
49,57,CC(Cl)(Cl)Cl,1,True,0.999641227722168
50,61,O=c1[nH]cnc2[nH]ncc12,1,True,0.4464149415493011
51,65,O=C1CC=C2CCC(=O)N12,1,True,0.9930639028549194
52,66,C[C@@H]1O[C@H]1P(=O)(O)O,1,True,0.9000751137733459
53,68,O=C1CCC2CCC(=O)N12,1,True,0.9941780805587768
54,69,Cc1c(O)c(=O)ccn1C,1,True,0.7850188970565796
55,71,Oc1noc2c1CCNC2,1,True,0.9036127686500548
56,72,O=c1[nH]oc2c1CCNC2,1,True,0.847812294960022
57,73,O=C1CN2C(=O)CC[C@H]2N1,1,True,0.9196474194526671
58,74,C=CCCCCCCCC,1,True,0.9946937441825868
59,75,CC(C)(C)C1CCCCC1,1,True,0.9973326325416564
60,76,CC[C@@]1(C)CC(=O)NC1=O,1,True,0.9898248672485352
61,77,CNC(C)CCC=C(C)C,1,True,0.9490696668624878
62,78,NC(=O)CN1CCCC1=O,1,True,0.982428538799286
63,79,C=COCCCCOC=C,1,True,0.989700984954834
64,80,CCCCCCCC(C)C,1,True,0.996632170677185
65,81,CCCCCCCCCC,1,True,0.995060098171234
66,82,CN1C(=O)OC(C)(C)C1=O,1,True,0.9926732778549194
67,83,CCCC(CCC)C(N)=O,1,True,0.9962828040122986
68,84,CC[C@H](C(N)=O)[C@@H](C)CC,1,True,0.992434012889862
69,85,CCCCCNCC(N)=O,1,True,0.9606498122215272
70,86,CCCCCC[C@@H](C)NN,1,True,0.939520251750946
71,87,C#CC(O)(/C=C/Cl)CC,1,True,0.9699103474617004
72,88,CCC(C)(CC)OC(N)=O,1,True,0.993012547492981
73,90,ClCCc1cncs1,1,True,0.959298861026764
74,91,c1cncc([C@@H]2CCCN2)c1,1,True,0.7643757164478302
75,92,OC1CNCc2ccccc21,1,True,0.8170698165893555
76,97,CN(C)CCc1ccccn1,1,True,0.963891613483429
77,99,N[C@@H]1C[C@H]1c1ccc(F)cc1,1,True,0.9930430769920348
78,101,NC12CC3CC(CC(C3)C1)C2,1,True,0.9773152589797972
79,103,CCn1ccc(=O)c(O)c1C,1,True,0.7939367890357971
80,105,Cc1cnc(cn1=O)C(=O)O,1,True,0.6153690040111541
81,106,CO/N=C\C1=CCCN(C)C1,1,True,0.9774730324745178
82,107,C=CCN1C(=O)O[C@@H](C)C1=O,1,True,0.9975506067276
83,108,CCC1(C)CC(=O)NC(=O)C1,1,True,0.9957668662071228
84,109,COC(=O)C1=CCCN(C)C1,1,True,0.9875354409217836
85,110,C=CCC(CC)(CC)C(N)=O,1,True,0.9951640009880066
86,111,CNC(C)CC1CCCCC1,1,True,0.981743347644806
87,112,C/C=C(\CC)C(=O)NC(N)=O,1,True,0.9945869207382202
88,113,CC(C)[C@H](O)C1CCCCC1,1,True,0.9707090735435486
89,114,CCC1(C)OC(=O)N(C)C1=O,1,True,0.9950427651405336
90,115,NC[C@H]1CC[C@@H](C(=O)O)CC1,1,True,0.6401962637901306
91,116,NC(=O)CN1C[C@H](O)CC1=O,1,True,0.7244194030761719
92,118,CC(C)C[C@@H](CN)CC(=O)O,1,True,0.8373813033103943
93,120,c1ccc(CC2=NCCN2)cc1,1,True,0.8949095487594605
94,121,NCCc1cn2ccccc2n1,1,True,0.8272310495376587
95,124,Cc1ncsc1CCCl,1,True,0.9853898763656616
96,125,c1ccc(c(c1)c2nnco2)O,1,True,0.7598646521568299
97,126,O=C1C=CC=C/C1=C1/NN=CO1,1,True,0.8721863389015198
98,127,CN1CCC[C@H]1c1cccnc1,1,True,0.9736340880393982
99,129,c1cnc(N2CCNCC2)nc1,1,True,0.9695224523544312
100,130,COC(F)(F)C(Cl)Cl,1,True,0.9996960520744324
101,135,OC(O)C(Cl)(Cl)Cl,1,True,0.9899202227592468
102,136,ClC(Cl)=C(Cl)Cl,1,True,0.999508285522461
103,138,CCc1cc(C(N)=S)ccn1,1,True,0.8401908278465271
104,139,C#CC1(OC(N)=O)CCCCC1,1,True,0.9860070586204528
105,140,CCC1(CC)C(=O)C=CNC1=O,1,True,0.9714381456375122
106,141,CCc1c(O)c(=O)ccn1CC,1,True,0.7887693643569946
107,143,ClCC(Cl)(Cl)Cl,1,True,0.99952232837677
108,144,FC(F)O[C@@H](F)C(F)(F)F,1,True,0.9997029900550842
109,145,c1ccc2c(c1)[nH]c1cnccc12,1,True,0.9528698921203612
110,146,CNC1CCc2ncsc2C1,1,True,0.9333739876747132
111,148,C=C(C)C(=O)/C(=C\C(=O)O)OC,1,True,0.8717041373252868
112,149,CC[C@H](C(N)=O)N1CCCC1=O,1,True,0.9849204301834108
113,150,CCCc1cc(=O)[nH]c(=S)[nH]1,1,True,0.5760144174098969
114,151,FC(F)(Cl)C(F)(F)Cl,1,True,0.9998154044151306
115,152,Cc1ncc(n1CCO)N(=O)=O,1,True,0.9669114828109742
116,153,C#CCN[C@H]1CCc2ccccc21,1,True,0.9789262652397156
117,154,N#CCN[C@H]1CCc2ccccc21,1,True,0.9874327898025512
118,155,CN1CC=C(c2ccccc2)CC1,1,True,0.994573760032654
119,157,Cc1cc(=O)n([nH]1)c2ccccc2,1,True,0.9047662138938904
120,162,O=C1C(O)=C(O)OC1C(O)CO,1,True,0.5985735654830933
121,163,NC1=NC(=O)[C@H](c2ccccc2)O1,1,True,0.9647013306617735
122,165,CN1C(=O)CC[C@H]1c1cccnc1,1,True,0.9716604471206663
123,166,c1ccc(cc1)c2csc(n2)N,1,True,0.8838405728340148
124,170,Cc1nccnc1N1CCCCC1,1,True,0.9974483132362366
125,171,CC(C)(O)C(Cl)(Cl)Cl,1,True,0.9939679145812989
126,173,CCN(CC)C(=O)c1cccnc1,1,True,0.9662407875061036
127,178,CC(C)NNC(=O)c1ccncc1,1,True,0.6505250334739685
128,180,CC12CC3CC(C)(C1)CC(N)(C3)C2,1,True,0.989543902873993
129,181,CN1C(=O)C2N=CN=C2N(C)C1=O,1,True,0.9975534319877624
130,182,CCCc1cc(C(N)=S)ccn1,1,True,0.8613170862197876
131,184,FC(Br)C(F)(F)F,1,True,0.9997213959693908
132,185,C[n+]1cccc(c1)OC(=O)N(C)C,1,True,0.8522629737854004
133,186,CCC1(CC)C(=O)NC=C(C)C1=O,1,True,0.975153112411499
134,187,C#CCC1(OC(N)=O)CCCCC1,1,True,0.9865124583244324
135,188,CCCCn1ccc(=O)c(O)c1C,1,True,0.8421488285064698
136,189,NCCC[C@](N)(C(=O)O)C(F)F,1,True,0.9319600820541382
137,190,CN1C(=O)C2NC=NC2N(C)C1=O,1,True,0.9890021443367004
138,191,CN1C(=O)NC2=NCN(C)C2C1=O,1,True,0.9955238938331604
139,193,CN(C)N=Nc1[nH]cnc1C(N)=O,1,True,0.9407335519790648
140,194,C[C@@H]1NC(=O)C2(CCCC2)NC1=O,1,True,0.8617669224739075
141,195,Cc1nccc2c1[nH]c1ccccc12,1,True,0.9736100316047668
142,196,O=C1NCCNC1c1cccs1,1,True,0.8989683270454407
143,197,O=C1NS(=O)(=O)c2ccccc21,1,True,0.6210185527801514
144,200,FC(F)OC(F)(F)C(F)Cl,1,True,0.9995413422584534
145,201,FC(F)OC(Cl)C(F)(F)F,1,True,0.9996579170227052
146,202,CC[C@@H](OC(N)=O)C1CCCCC1,1,True,0.9949362635612488
147,203,CCCC(CCC)(CCC)C(N)=O,1,True,0.9978440523147584
148,205,CCOC(=O)n1ccn(C)c1=S,1,True,0.9727100849151612
149,206,c1ccc2c(c1)cc1n2CCCNC1,1,True,0.9922945976257324
150,207,Cc1cccc(Cc2c[nH]cn2)c1C,1,True,0.9179945349693298
151,208,CC[C@H](C)[C@@H](CC)C(=O)NC(N)=O,1,True,0.994187867641449
152,209,Cc1nccn1[C@@H](C)c1ccccc1,1,True,0.9474302411079408
153,211,CC(C)(C)C(=O)NCCCC(=O)O,1,True,0.7626347124576569
154,212,c1ccc(C2CN=C3NCCN32)cc1,1,True,0.9491593718528748
155,214,CC(=O)NC(CCC(N)=O)C(=O)O,1,True,0.8647906422615051
156,216,CC(C)C1(C(C)C)OC[C@@H](CO)O1,1,True,0.9750080704689026
157,218,c1ccc2c(c1)CCN1CCNC[C@H]21,1,True,0.9804190039634704
158,219,c1cn(c(n1)N(=O)=O)C[C@@H](CF)O,1,True,0.9388084530830384
159,220,O=C(O)c1cc(=O)c2ccccc2[nH]1,1,True,0.546971219778061
160,221,CN1C(=O)C[C@H](c2ccccc2)C1=O,1,True,0.9960735082626344
161,223,c1ccc([C@@H]2CN[C@H]3NCCN32)cc1,1,True,0.8750837802886963
162,224,O=C(O)c1cc(=O)c2ccccc2o1,1,True,0.6952517986297607
163,226,C1[C@H]([C@@H]2[C@@H](O1)[C@H](CO2)ON(=O)=O)O,1,True,0.9397751450538636
164,227,C[C@@H]1NC(=O)CO[C@H]1c1ccccc1,1,True,0.9805429697036744
165,230,O=C(c1cccnc1)N1CCOCC1,1,True,0.9817264437675476
